"url","id","label","label_it","label_en","label_de","level"
"3100","31.00","Fabbricazione di mobili","Fabbricazione di mobili","Manufacture of furniture","Herstellung von Möbeln","4"
"31001","31.00.1","Fabbricazione di mobili per negozi, uffici e altri spazi per collettività","Fabbricazione di mobili per negozi, uffici e altri spazi per collettività","Manufacture of furniture for shops, offices and other similar places","Herstellung von Möbeln für Läden, Büros und andere Gemeinschaftsflächen","5"
"310011","31.00.11","Fabbricazione di moduli dedicati al comfort acustico per negozi, uffici e altri spazi per collettività","Fabbricazione di moduli dedicati al comfort acustico per negozi, uffici e altri spazi per collettività","Manufacture of acoustic absorbing furniture for shops, offices and other similar places","Herstellung von Modulen für den akustischen Komfort für Läden, Büros und andere Gemeinschaftsflächen","6"
"310012","31.00.12","Fabbricazione di sedie e poltrone per negozi","Fabbricazione di sedie e poltrone per negozi","Manufacture of chairs and seats for shops","Herstellung von Stühlen und Sesseln für Läden","6"
"310013","31.00.13","Fabbricazione di altri mobili per negozi","Fabbricazione di altri mobili per negozi","Manufacture of furniture for shops other than chairs and seats","Herstellung sonstiger Möbel für Läden","6"
"310014","31.00.14","Fabbricazione di sedie e poltrone per uffici e altri spazi per collettività","Fabbricazione di sedie e poltrone per uffici e altri spazi per collettività","Manufacture of chairs and seats for offices and other similar places","Herstellung von Stühlen und Sesseln für Büros und andere Gemeinschaftsflächen","6"
"310015","31.00.15","Fabbricazione di altri mobili per uffici e altri spazi per collettività","Fabbricazione di altri mobili per uffici e altri spazi per collettività","Manufacture of furniture for offices and other similar places other than chairs and seats","Herstellung von anderen Möbeln für Büros und sonstige Gemeinschaftsflächen","6"
"31002","31.00.2","Fabbricazione di mobili da cucina","Fabbricazione di mobili da cucina","Manufacture of kitchen furniture","Herstellung von Küchenmöbeln","5"
"310020","31.00.20","Fabbricazione di mobili da cucina","Fabbricazione di mobili da cucina","Manufacture of kitchen furniture","Herstellung von Küchenmöbeln","6"
"31003","31.00.3","Fabbricazione di altri mobili per la casa","Fabbricazione di altri mobili per la casa","Manufacture of other home furniture","Herstellung von anderen Wohnmöbeln","5"
"310031","31.00.31","Fabbricazione di mobili per arredo interno, esclusi mobili da cucina, sedie, divani e prodotti simili","Fabbricazione di mobili per arredo interno, esclusi mobili da cucina, sedie, divani e prodotti simili","Manufacture of home furniture, excluding kitchen furniture, chairs, sofas and similar products","Herstellung von Möbeln für Innenausstattungen, ohne Küchenmöbel, Stühle, Sofas und ähnliche Produkte","6"
"310032","31.00.32","Fabbricazione di mobili per arredo esterno","Fabbricazione di mobili per arredo esterno","Manufacture of outdoor furniture","Herstellung von Möbel für den Außenbereich","6"
"310033","31.00.33","Fabbricazione di sedie e sedili","Fabbricazione di sedie e sedili","Manufacture of chairs and seats","Herstellung von Stühlen und Sitzen","6"
"310034","31.00.34","Fabbricazione di divani, divani letto e poltrone","Fabbricazione di divani, divani letto e poltrone","Manufacture of sofas, sofa beds and sofa sets","Herstellung von Polstermöbeln","6"
"310035","31.00.35","Fabbricazione di materassi","Fabbricazione di materassi","Manufacture of mattresses","Herstellung von Matratzen","6"
"310036","31.00.36","Fabbricazione di parti e accessori di mobili","Fabbricazione di parti e accessori di mobili","Manufacture of furniture parts and accessories","Herstellung von Möbelteilen und -zubehör","6"
"310037","31.00.37","Finitura di mobili","Finitura di mobili","Finishing of furniture","Möbelveredelung","6"
"310039","31.00.39","Fabbricazione di altri mobili n.c.a.","Fabbricazione di altri mobili n.c.a.","Manufacture of other furniture n.e.c.","Herstellung sonstiger Möbel a. n. g.","6"
"32","32","Altre attività manifatturiere","Altre attività manifatturiere","Other manufacturing","Herstellung von sonstigen Waren","2"
"321","32.1","Fabbricazione di gioielleria, bigiotteria e articoli connessi","Fabbricazione di gioielleria, bigiotteria e articoli connessi","Manufacture of jewellery, bijouterie and related articles","Herstellung von Münzen, Schmuck und ähnlichen Erzeugnissen","3"
"3211","32.11","Coniazione di monete","Coniazione di monete","Striking of coins","Herstellung von Münzen","4"
"32110","32.11.0","Coniazione di monete","Coniazione di monete","Striking of coins","Herstellung von Münzen","5"
"321100","32.11.00","Coniazione di monete","Coniazione di monete","Striking of coins","Herstellung von Münzen","6"
"3212","32.12","Fabbricazione di gioielli e articoli simili","Fabbricazione di gioielli e articoli simili","Manufacture of jewellery and related articles","Herstellung von Schmuck, Gold- und Silberschmiedewaren, ohne Fantasieschmuck","4"
"32121","32.12.1","Lavorazione di pietre preziose e semipreziose","Lavorazione di pietre preziose e semipreziose","Production of precious and semi-precious stones in the worked state","Bearbeitung von Edel- und Halbedelsteinen","5"
"321210","32.12.10","Lavorazione di pietre preziose e semipreziose","Lavorazione di pietre preziose e semipreziose","Production of precious and semi-precious stones in the worked state","Bearbeitung von Edel- und Halbedelsteinen","6"
"32122","32.12.2","Fabbricazione di gioielli e articoli di oreficeria in metalli preziosi","Fabbricazione di gioielli e articoli di oreficeria in metalli preziosi","Manufacture of jewellery and goldsmiths' articles of precious metals","Herstellung von Schmuck und Goldschmiedewaren aus Edelmetallen","5"
"321220","32.12.20","Fabbricazione di gioielli e articoli di oreficeria in metalli preziosi","Fabbricazione di gioielli e articoli di oreficeria in metalli preziosi","Manufacture of jewellery and goldsmiths' articles of precious metals","Herstellung von Schmuck und Goldschmiedewaren aus Edelmetallen","6"
"3213","32.13","Fabbricazione di bigiotteria e articoli simili","Fabbricazione di bigiotteria e articoli simili","Manufacture of imitation jewellery and related articles","Herstellung von Fantasieschmuck","4"
"32130","32.13.0","Fabbricazione di bigiotteria e articoli simili","Fabbricazione di bigiotteria e articoli simili","Manufacture of imitation jewellery and related articles","Herstellung von Fantasieschmuck","5"
"321300","32.13.00","Fabbricazione di bigiotteria e articoli simili","Fabbricazione di bigiotteria e articoli simili","Manufacture of imitation jewellery and related articles","Herstellung von Fantasieschmuck","6"
"322","32.2","Fabbricazione di strumenti musicali","Fabbricazione di strumenti musicali","Manufacture of musical instruments","Herstellung von Musikinstrumenten","3"
"3220","32.20","Fabbricazione di strumenti musicali","Fabbricazione di strumenti musicali","Manufacture of musical instruments","Herstellung von Musikinstrumenten","4"
"32200","32.20.0","Fabbricazione di strumenti musicali","Fabbricazione di strumenti musicali","Manufacture of musical instruments","Herstellung von Musikinstrumenten","5"
"322000","32.20.00","Fabbricazione di strumenti musicali","Fabbricazione di strumenti musicali","Manufacture of musical instruments","Herstellung von Musikinstrumenten","6"
"323","32.3","Fabbricazione di articoli sportivi","Fabbricazione di articoli sportivi","Manufacture of sports goods","Herstellung von Sportgeräten","3"
"3230","32.30","Fabbricazione di articoli sportivi","Fabbricazione di articoli sportivi","Manufacture of sports goods","Herstellung von Sportgeräten","4"
"32300","32.30.0","Fabbricazione di articoli sportivi","Fabbricazione di articoli sportivi","Manufacture of sports goods","Herstellung von Sportgeräten","5"
"323001","32.30.01","Fabbricazione di attrezzature da palestra, per centri di fitness e per atletica","Fabbricazione di attrezzature da palestra, per centri di fitness e per atletica","Manufacture of gymnasium, fitness centre or athletic equipment","Herstellung von Geräten und Ausrüstungen für Turnhallen, Fitnessstudios und Leichtathletik","6"
"323009","32.30.09","Fabbricazione di altri articoli sportivi","Fabbricazione di altri articoli sportivi","Manufacture of other sports goods","Herstellung von sonstigen Sportgeräten","6"
"324","32.4","Fabbricazione di giochi e giocattoli","Fabbricazione di giochi e giocattoli","Manufacture of games and toys","Herstellung von Spielwaren","3"
"3240","32.40","Fabbricazione di giochi e giocattoli","Fabbricazione di giochi e giocattoli","Manufacture of games and toys","Herstellung von Spielwaren","4"
"32401","32.40.1","Fabbricazione di giochi","Fabbricazione di giochi","Manufacture of games","Herstellung von Spielen","5"
"324010","32.40.10","Fabbricazione di giochi","Fabbricazione di giochi","Manufacture of games","Herstellung von Spielen","6"
"32402","32.40.2","Fabbricazione di giocattoli","Fabbricazione di giocattoli","Manufacture of toys","Herstellung von Spielzeug","5"
"324020","32.40.20","Fabbricazione di giocattoli","Fabbricazione di giocattoli","Manufacture of toys","Herstellung von Spielzeug","6"
"325","32.5","Fabbricazione di strumenti e forniture mediche e dentistiche","Fabbricazione di strumenti e forniture mediche e dentistiche","Manufacture of medical and dental instruments and supplies","Herstellung von medizinischen und zahnmedizinischen Apparaten und Materialien","3"
"3250","32.50","Fabbricazione di strumenti e forniture mediche e dentistiche","Fabbricazione di strumenti e forniture mediche e dentistiche","Manufacture of medical and dental instruments and supplies","Herstellung von medizinischen und zahnmedizinischen Apparaten und Materialien","4"
"32501","32.50.1","Fabbricazione di protesi dentarie","Fabbricazione di protesi dentarie","Manufacture of dentures","Herstellung von Zahnprothesen","5"
"325010","32.50.10","Fabbricazione di protesi dentarie","Fabbricazione di protesi dentarie","Manufacture of dentures","Herstellung von Zahnprothesen","6"
"32502","32.50.2","Fabbricazione di altre protesi e ausili","Fabbricazione di altre protesi e ausili","Manufacture of other prosthetic devices and aids","Herstellung von anderen Prothesen und Hilfsmitteln","5"
"325020","32.50.20","Fabbricazione di altre protesi e ausili","Fabbricazione di altre protesi e ausili","Manufacture of other prosthetic devices and aids","Herstellung von anderen Prothesen und Hilfsmitteln","6"
"32503","32.50.3","Fabbricazione di lenti oftalmiche","Fabbricazione di lenti oftalmiche","Manufacture of ophthalmic lenses","Herstellung von Brillengläsern und Kontaktlinsen","5"
"325030","32.50.30","Fabbricazione di lenti oftalmiche","Fabbricazione di lenti oftalmiche","Manufacture of ophthalmic lenses","Herstellung von Brillengläsern und Kontaktlinsen","6"
"32504","32.50.4","Fabbricazione di montature per occhiali","Fabbricazione di montature per occhiali","Manufacture of eyeglass frames","Herstellung von Fassungen für Brillen","5"
"325040","32.50.40","Fabbricazione di montature per occhiali","Fabbricazione di montature per occhiali","Manufacture of eyeglass frames","Herstellung von Fassungen für Brillen","6"
"32505","32.50.5","Fabbricazione di altri strumenti e forniture mediche e dentistiche","Fabbricazione di altri strumenti e forniture mediche e dentistiche","Manufacture of other medical and dental instruments and supplies","Herstellung von sonstigen medizinischen und zahnmedizinischen Apparaten und Materialien","5"
"325051","32.50.51","Fabbricazione di strumenti e apparecchiature mediche e dentistiche","Fabbricazione di strumenti e apparecchiature mediche e dentistiche","Manufacture of medical and dental instruments and appliances","Herstellung von medizinischen und zahnmedizinischen Instrumenten und Apparaten","6"
